"","date","Department","supply","stock"
"547",1999-10-01,"Drawings",40,5586
"548",2000-02-01,"Drawings",19,5605
"549",2000-05-01,"Drawings",56,5661
"550",2000-10-01,"Drawings",5,5666
"551",2000-12-01,"Drawings",30,5696
"552",2001-02-01,"Drawings",115,5811
"553",2001-05-01,"Drawings",52,5863
"554",2001-10-01,"Drawings",119,5982
"555",2001-12-01,"Drawings",40,6022
"556",2002-02-01,"Drawings",1,6023
"557",2002-04-01,"Drawings",15,6038
"558",2002-10-01,"Drawings",24,6062
"559",2002-12-01,"Drawings",171,6233
"560",2003-02-01,"Drawings",23,6256
"561",2003-05-01,"Drawings",26,6282
"562",2003-10-01,"Drawings",11,6293
"563",2003-12-01,"Drawings",18,6311
"564",2004-02-01,"Drawings",54,6365
"565",2004-05-01,"Drawings",122,6487
"566",2004-10-01,"Drawings",4,6491
"567",2005-02-01,"Drawings",86,6577
"568",2005-05-01,"Drawings",2607,9184
"569",2005-10-01,"Drawings",56,9240
"570",2006-02-01,"Drawings",22,9262
"571",2006-05-01,"Drawings",24,9286
"572",2006-10-01,"Drawings",27,9313
"573",2006-12-01,"Drawings",12,9325
"574",2007-04-01,"Drawings",31,9356
"575",2007-10-01,"Drawings",115,9471
"576",2007-12-01,"Drawings",41,9512
"577",2008-02-01,"Drawings",32,9544
"578",2008-04-01,"Drawings",38,9582
"579",2008-11-01,"Drawings",105,9687
"580",2009-02-01,"Drawings",31,9718
"581",2009-05-01,"Drawings",7,9725
"582",2009-10-01,"Drawings",136,9861
"583",2010-02-01,"Drawings",49,9910
"584",2010-05-01,"Drawings",58,9968
"585",2010-09-01,"Drawings",29,9997
"586",2010-10-01,"Drawings",106,10103
"587",2010-11-01,"Drawings",2,10105
"588",2011-01-01,"Drawings",1,10106
"589",2011-02-01,"Drawings",107,10213
"590",2011-05-01,"Drawings",79,10292
"591",2011-09-01,"Drawings",46,10338
"592",2011-12-01,"Drawings",5,10343
"593",2012-02-01,"Drawings",106,10449
"594",2012-04-01,"Drawings",35,10484
"595",2012-06-01,"Drawings",5,10489
"596",2012-10-01,"Drawings",21,10510
"597",2013-02-01,"Drawings",59,10569
"598",2013-05-01,"Drawings",23,10592
"599",2013-10-01,"Drawings",13,10605
"600",2014-02-01,"Drawings",23,10628
"601",2014-05-01,"Drawings",22,10650
"602",2014-10-01,"Drawings",33,10683
"603",2014-12-01,"Drawings",23,10706
"604",2015-04-01,"Drawings",7,10713
"605",2015-06-01,"Drawings",42,10755
"606",2015-10-01,"Drawings",22,10777
"607",2016-01-01,"Drawings",86,10863
"608",2016-04-01,"Drawings",35,10898
"609",NA,"Drawings",36,10934
"610",1935-01-01,"Film",4,4
"611",1936-01-01,"Film",4,8
"612",1936-05-01,"Film",1,9
"613",1936-10-01,"Film",1,10
"614",1937-01-01,"Film",3,13
"615",1938-01-01,"Film",10,23
"616",1938-12-01,"Film",1,24
"617",1939-01-01,"Film",15,39
"618",1939-11-01,"Film",1,40
"619",1940-01-01,"Film",5,45
"620",1940-05-01,"Film",3,48
"621",1941-10-01,"Film",1,49
"622",1942-09-01,"Film",1,50
"623",1944-01-01,"Film",1,51
"624",1947-01-01,"Film",1,52
"625",1952-01-01,"Film",1,53
"626",1953-01-01,"Film",2,55
"627",1954-05-01,"Film",1,56
"628",1955-01-01,"Film",1,57
"629",1956-01-01,"Film",2,59
"630",1956-04-01,"Film",1,60
"631",1958-04-01,"Film",1,61
"632",1968-05-01,"Film",1,62
"633",1969-01-01,"Film",3,65
"634",1969-12-01,"Film",1,66
"635",1970-01-01,"Film",5,71
"636",1970-05-01,"Film",2,73
"637",1970-10-01,"Film",1,74
"638",1971-01-01,"Film",4,78
"639",1971-06-01,"Film",1,79
"640",1972-01-01,"Film",2,81
"641",1972-03-01,"Film",1,82
"642",1972-08-01,"Film",3,85
"643",1972-12-01,"Film",1,86
"644",1973-08-01,"Film",1,87
"645",1974-02-01,"Film",1,88
"646",1974-07-01,"Film",1,89
"647",1975-01-01,"Film",1,90
"648",1976-01-01,"Film",1,91
"649",1976-06-01,"Film",1,92
"650",1977-01-01,"Film",3,95
"651",1977-08-01,"Film",1,96
"652",1977-09-01,"Film",1,97
"653",1978-02-01,"Film",1,98
"654",1978-06-01,"Film",3,101
"655",1979-01-01,"Film",1,102
"656",1979-02-01,"Film",1,103
"657",1979-09-01,"Film",1,104
"658",1979-12-01,"Film",1,105
"659",1980-01-01,"Film",1,106
"660",1980-10-01,"Film",1,107
"661",1981-03-01,"Film",1,108
"662",1981-12-01,"Film",1,109
"663",1983-03-01,"Film",3,112
"664",1984-10-01,"Film",1,113
"665",1985-05-01,"Film",1,114
"666",1986-01-01,"Film",2,116
"667",1986-05-01,"Film",1,117
"668",1988-03-01,"Film",1,118
"669",1988-07-01,"Film",2,120
"670",1988-08-01,"Film",1,121
"671",1988-10-01,"Film",1,122
"672",1989-01-01,"Film",1,123
"673",1989-02-01,"Film",3,126
"674",1989-03-01,"Film",2,128
"675",1989-07-01,"Film",1,129
"676",1989-11-01,"Film",1,130
"677",1989-12-01,"Film",1,131
"678",1990-04-01,"Film",1,132
"679",1990-05-01,"Film",1,133
"680",1990-09-01,"Film",1,134
"681",1991-01-01,"Film",2,136
"682",1991-05-01,"Film",1,137
"683",1991-06-01,"Film",4,141
"684",1991-08-01,"Film",1,142
"685",1992-02-01,"Film",1,143
"686",1992-07-01,"Film",1,144
"687",1992-11-01,"Film",2,146
"688",1992-12-01,"Film",1,147
"689",1993-01-01,"Film",1,148
"690",1993-06-01,"Film",1,149
"691",1994-01-01,"Film",1,150
"692",1995-07-01,"Film",6,156
"693",1995-09-01,"Film",1,157
"694",1995-10-01,"Film",1,158
"695",1997-01-01,"Film",1,159
"696",1997-02-01,"Film",1,160
"697",1997-03-01,"Film",1,161
"698",1997-12-01,"Film",1,162
"699",1998-03-01,"Film",1,163
"700",1998-04-01,"Film",1,164
"701",1998-05-01,"Film",1,165
"702",1999-02-01,"Film",4,169
"703",1999-03-01,"Film",2,171
"704",1999-04-01,"Film",3,174
"705",1999-05-01,"Film",1,175
"706",1999-09-01,"Film",1,176
"707",1999-12-01,"Film",1,177
"708",2000-02-01,"Film",1,178
"709",2000-03-01,"Film",1,179
"710",2000-12-01,"Film",1,180
"711",2001-01-01,"Film",1,181
"712",2001-05-01,"Film",1,182
"713",2001-08-01,"Film",1,183
"714",2001-09-01,"Film",1,184
"715",2002-01-01,"Film",2,186
"716",2002-02-01,"Film",2,188
"717",2002-03-01,"Film",4,192
"718",2002-04-01,"Film",8,200
"719",2002-05-01,"Film",116,316
"720",2002-06-01,"Film",3,319
"721",2002-07-01,"Film",113,432
"722",2002-08-01,"Film",4,436
"723",2002-10-01,"Film",35,471
"724",2002-11-01,"Film",7,478
"725",2002-12-01,"Film",1,479
"726",2003-01-01,"Film",4,483
"727",2003-02-01,"Film",5,488
"728",2003-03-01,"Film",8,496
"729",2003-04-01,"Film",8,504
"730",2003-05-01,"Film",25,529
"731",2003-06-01,"Film",3,532
"732",2003-07-01,"Film",3,535
"733",2003-09-01,"Film",1,536
"734",2003-10-01,"Film",1,537
"735",2004-01-01,"Film",2,539
"736",2004-04-01,"Film",1,540
"737",2004-11-01,"Film",1,541
"738",2005-01-01,"Film",4,545
"739",2005-03-01,"Film",1,546
"740",2005-04-01,"Film",4,550
"741",2005-05-01,"Film",3,553
"742",2005-06-01,"Film",12,565
"743",2005-07-01,"Film",94,659
"744",2005-08-01,"Film",1,660
"745",2005-09-01,"Film",3,663
"746",2005-12-01,"Film",2,665
"747",2006-01-01,"Film",1,666
"748",2006-02-01,"Film",1,667
"749",2006-03-01,"Film",8,675
"750",2006-04-01,"Film",2,677
"751",2006-05-01,"Film",1,678
"752",2006-08-01,"Film",2,680
"753",2006-12-01,"Film",2,682
"754",2007-01-01,"Film",5,687
"755",2007-02-01,"Film",1,688
"756",2007-05-01,"Film",1,689
"757",2007-06-01,"Film",1,690
"758",2007-07-01,"Film",5,695
"759",2007-11-01,"Film",60,755
"760",2008-03-01,"Film",73,828
"761",2008-06-01,"Film",18,846
"762",2008-12-01,"Film",37,883
"763",2009-03-01,"Film",15,898
"764",2009-05-01,"Film",22,920
"765",2009-09-01,"Film",46,966
"766",2009-10-01,"Film",1,967
"767",2009-12-01,"Film",9,976
"768",2010-01-01,"Film",1,977
"769",2010-03-01,"Film",11,988
"770",2010-06-01,"Film",19,1007
"771",2010-07-01,"Film",1,1008
"772",2010-10-01,"Film",33,1041
"773",2010-12-01,"Film",3,1044
"774",2011-01-01,"Film",4,1048
"775",2011-03-01,"Film",44,1092
"776",2011-05-01,"Film",51,1143
"777",2011-06-01,"Film",1,1144
"778",2011-09-01,"Film",1,1145
"779",2011-10-01,"Film",61,1206
"780",2012-01-01,"Film",3,1209
"781",2012-02-01,"Film",103,1312
"782",2012-04-01,"Film",487,1799
"783",2012-07-01,"Film",1,1800
"784",2012-10-01,"Film",89,1889
"785",2013-01-01,"Film",1,1890
"786",2013-02-01,"Film",30,1920
"787",2013-05-01,"Film",141,2061
"788",2013-06-01,"Film",1,2062
"789",2013-10-01,"Film",85,2147
"790",2013-11-01,"Film",2,2149
"791",2014-02-01,"Film",76,2225
"792",2014-05-01,"Film",15,2240
"793",2014-10-01,"Film",18,2258
"794",2015-02-01,"Film",15,2273
"795",2015-05-01,"Film",40,2313
"796",2015-10-01,"Film",71,2384
"797",2016-02-01,"Film",56,2440
"798",2016-05-01,"Film",58,2498
"799",NA,"Film",342,2840
"800",2008-10-01,"Fluxus Collection",2170,2170
"801",1975-05-01,"Media and Performance Art",26,26
"802",1976-01-01,"Media and Performance Art",2,28
"803",1976-06-01,"Media and Performance Art",1,29
"804",1976-07-01,"Media and Performance Art",2,31
"805",1976-08-01,"Media and Performance Art",1,32
"806",1976-11-01,"Media and Performance Art",2,34
"807",1979-01-01,"Media and Performance Art",3,37
"808",1979-02-01,"Media and Performance Art",11,48
"809",1979-03-01,"Media and Performance Art",2,50
"810",1979-04-01,"Media and Performance Art",8,58
"811",1979-06-01,"Media and Performance Art",3,61
"812",1979-09-01,"Media and Performance Art",4,65
"813",1979-12-01,"Media and Performance Art",1,66
"814",1980-01-01,"Media and Performance Art",2,68
"815",1980-03-01,"Media and Performance Art",1,69
"816",1980-05-01,"Media and Performance Art",3,72
"817",1980-11-01,"Media and Performance Art",9,81
"818",1981-01-01,"Media and Performance Art",1,82
"819",1981-03-01,"Media and Performance Art",3,85
"820",1981-04-01,"Media and Performance Art",2,87
"821",1981-05-01,"Media and Performance Art",1,88
"822",1981-10-01,"Media and Performance Art",2,90
"823",1981-11-01,"Media and Performance Art",14,104
"824",1982-01-01,"Media and Performance Art",3,107
"825",1982-10-01,"Media and Performance Art",15,122
"826",1982-11-01,"Media and Performance Art",2,124
"827",1983-03-01,"Media and Performance Art",2,126
"828",1983-05-01,"Media and Performance Art",1,127
"829",1983-06-01,"Media and Performance Art",6,133
"830",1983-07-01,"Media and Performance Art",3,136
"831",1983-09-01,"Media and Performance Art",1,137
"832",1983-10-01,"Media and Performance Art",1,138
"833",1984-01-01,"Media and Performance Art",1,139
"834",1984-06-01,"Media and Performance Art",2,141
"835",1984-07-01,"Media and Performance Art",13,154
"836",1984-09-01,"Media and Performance Art",43,197
"837",1984-12-01,"Media and Performance Art",3,200
"838",1985-01-01,"Media and Performance Art",2,202
"839",1985-02-01,"Media and Performance Art",1,203
"840",1985-04-01,"Media and Performance Art",1,204
"841",1985-09-01,"Media and Performance Art",2,206
"842",1985-10-01,"Media and Performance Art",1,207
"843",1985-11-01,"Media and Performance Art",1,208
"844",1985-12-01,"Media and Performance Art",6,214
"845",1986-01-01,"Media and Performance Art",45,259
"846",1986-03-01,"Media and Performance Art",4,263
"847",1986-07-01,"Media and Performance Art",1,264
"848",1986-08-01,"Media and Performance Art",3,267
"849",1986-09-01,"Media and Performance Art",2,269
"850",1986-10-01,"Media and Performance Art",1,270
"851",1986-11-01,"Media and Performance Art",5,275
"852",1986-12-01,"Media and Performance Art",1,276
"853",1987-01-01,"Media and Performance Art",1,277
"854",1987-04-01,"Media and Performance Art",1,278
"855",1987-07-01,"Media and Performance Art",15,293
"856",1988-01-01,"Media and Performance Art",6,299
"857",1988-06-01,"Media and Performance Art",1,300
"858",1988-08-01,"Media and Performance Art",1,301
"859",1988-09-01,"Media and Performance Art",9,310
"860",1988-10-01,"Media and Performance Art",2,312
"861",1988-12-01,"Media and Performance Art",17,329
"862",1989-01-01,"Media and Performance Art",3,332
"863",1989-02-01,"Media and Performance Art",1,333
"864",1989-06-01,"Media and Performance Art",1,334
"865",1989-07-01,"Media and Performance Art",1,335
"866",1989-12-01,"Media and Performance Art",4,339
"867",1990-01-01,"Media and Performance Art",1,340
"868",1990-04-01,"Media and Performance Art",7,347
"869",1990-09-01,"Media and Performance Art",8,355
"870",1990-10-01,"Media and Performance Art",2,357
"871",1991-04-01,"Media and Performance Art",6,363
"872",1991-05-01,"Media and Performance Art",2,365
"873",1991-07-01,"Media and Performance Art",2,367
"874",1991-11-01,"Media and Performance Art",2,369
"875",1992-01-01,"Media and Performance Art",2,371
"876",1992-02-01,"Media and Performance Art",9,380
"877",1992-04-01,"Media and Performance Art",1,381
"878",1992-06-01,"Media and Performance Art",1,382
"879",1992-11-01,"Media and Performance Art",2,384
"880",1992-12-01,"Media and Performance Art",3,387
"881",1993-01-01,"Media and Performance Art",1,388
"882",1993-06-01,"Media and Performance Art",2,390
"883",1993-07-01,"Media and Performance Art",1,391
"884",1993-08-01,"Media and Performance Art",1,392
"885",1993-09-01,"Media and Performance Art",11,403
"886",1993-10-01,"Media and Performance Art",20,423
"887",1993-12-01,"Media and Performance Art",1,424
"888",1994-03-01,"Media and Performance Art",3,427
"889",1994-04-01,"Media and Performance Art",4,431
"890",1994-05-01,"Media and Performance Art",16,447
"891",1994-06-01,"Media and Performance Art",1,448
"892",1994-07-01,"Media and Performance Art",5,453
"893",1994-08-01,"Media and Performance Art",4,457
"894",1994-09-01,"Media and Performance Art",18,475
"895",1994-11-01,"Media and Performance Art",14,489
"896",1994-12-01,"Media and Performance Art",4,493
"897",1995-01-01,"Media and Performance Art",1,494
"898",1995-07-01,"Media and Performance Art",1,495
"899",1995-08-01,"Media and Performance Art",4,499
"900",1997-01-01,"Media and Performance Art",1,500
"901",1997-06-01,"Media and Performance Art",3,503
"902",1997-07-01,"Media and Performance Art",61,564
"903",1997-08-01,"Media and Performance Art",1,565
"904",1997-12-01,"Media and Performance Art",5,570
"905",1998-01-01,"Media and Performance Art",10,580
"906",1998-03-01,"Media and Performance Art",2,582
"907",1998-04-01,"Media and Performance Art",6,588
"908",1998-05-01,"Media and Performance Art",22,610
"909",1998-12-01,"Media and Performance Art",1,611
"910",1999-01-01,"Media and Performance Art",5,616
"911",1999-03-01,"Media and Performance Art",121,737
"912",1999-06-01,"Media and Performance Art",10,747
"913",1999-08-01,"Media and Performance Art",11,758
"914",1999-09-01,"Media and Performance Art",2,760
"915",1999-10-01,"Media and Performance Art",2,762
"916",1999-11-01,"Media and Performance Art",2,764
"917",2000-01-01,"Media and Performance Art",26,790
"918",2000-03-01,"Media and Performance Art",2,792
"919",2000-04-01,"Media and Performance Art",2,794
"920",2000-05-01,"Media and Performance Art",6,800
"921",2000-08-01,"Media and Performance Art",17,817
"922",2000-10-01,"Media and Performance Art",37,854
"923",2000-11-01,"Media and Performance Art",9,863
"924",2000-12-01,"Media and Performance Art",7,870
"925",2001-01-01,"Media and Performance Art",2,872
"926",2001-03-01,"Media and Performance Art",1,873
"927",2001-04-01,"Media and Performance Art",5,878
"928",2001-05-01,"Media and Performance Art",1,879
"929",2001-07-01,"Media and Performance Art",1,880
"930",2002-01-01,"Media and Performance Art",1,881
"931",2002-05-01,"Media and Performance Art",1,882
"932",2002-06-01,"Media and Performance Art",4,886
"933",2002-07-01,"Media and Performance Art",1,887
"934",2003-03-01,"Media and Performance Art",9,896
"935",2003-04-01,"Media and Performance Art",5,901
"936",2003-05-01,"Media and Performance Art",2,903
"937",2003-06-01,"Media and Performance Art",1,904
"938",2003-07-01,"Media and Performance Art",20,924
"939",2003-10-01,"Media and Performance Art",1,925
"940",2003-11-01,"Media and Performance Art",1,926
"941",2004-01-01,"Media and Performance Art",2,928
"942",2004-02-01,"Media and Performance Art",1,929
"943",2004-03-01,"Media and Performance Art",7,936
"944",2004-04-01,"Media and Performance Art",2,938
"945",2004-06-01,"Media and Performance Art",1,939
"946",2004-07-01,"Media and Performance Art",1,940
"947",2004-08-01,"Media and Performance Art",1,941
"948",2004-09-01,"Media and Performance Art",1,942
"949",2004-10-01,"Media and Performance Art",1,943
"950",2004-11-01,"Media and Performance Art",1,944
"951",2004-12-01,"Media and Performance Art",18,962
"952",2005-04-01,"Media and Performance Art",4,966
"953",2005-05-01,"Media and Performance Art",1,967
"954",2005-06-01,"Media and Performance Art",3,970
"955",2005-07-01,"Media and Performance Art",24,994
"956",2005-08-01,"Media and Performance Art",17,1011
"957",2005-09-01,"Media and Performance Art",1,1012
"958",2005-10-01,"Media and Performance Art",12,1024
"959",2005-11-01,"Media and Performance Art",5,1029
"960",2005-12-01,"Media and Performance Art",1,1030
"961",2006-01-01,"Media and Performance Art",2,1032
"962",2006-03-01,"Media and Performance Art",1,1033
"963",2006-04-01,"Media and Performance Art",3,1036
"964",2006-05-01,"Media and Performance Art",2,1038
"965",2006-06-01,"Media and Performance Art",6,1044
"966",2006-07-01,"Media and Performance Art",5,1049
"967",2006-12-01,"Media and Performance Art",2,1051
"968",2007-04-01,"Media and Performance Art",165,1216
"969",2007-09-01,"Media and Performance Art",22,1238
"970",2007-12-01,"Media and Performance Art",242,1480
"971",2008-03-01,"Media and Performance Art",177,1657
"972",2008-06-01,"Media and Performance Art",44,1701
"973",2008-10-01,"Media and Performance Art",36,1737
"974",2009-01-01,"Media and Performance Art",22,1759
"975",2009-04-01,"Media and Performance Art",9,1768
"976",2009-11-01,"Media and Performance Art",23,1791
"977",2010-05-01,"Media and Performance Art",3,1794
"978",2011-01-01,"Media and Performance Art",41,1835
"979",2011-03-01,"Media and Performance Art",24,1859
"980",2011-05-01,"Media and Performance Art",87,1946
"981",2011-09-01,"Media and Performance Art",1,1947
"982",2011-12-01,"Media and Performance Art",25,1972
"983",2012-02-01,"Media and Performance Art",76,2048
"984",2012-04-01,"Media and Performance Art",29,2077
"985",2012-06-01,"Media and Performance Art",32,2109
"986",2012-10-01,"Media and Performance Art",2,2111
"987",2012-11-01,"Media and Performance Art",1,2112
"988",2013-02-01,"Media and Performance Art",48,2160
"989",2013-05-01,"Media and Performance Art",8,2168
"990",2013-10-01,"Media and Performance Art",8,2176
"991",2013-12-01,"Media and Performance Art",14,2190
"992",2014-02-01,"Media and Performance Art",15,2205
"993",2014-05-01,"Media and Performance Art",21,2226
"994",2014-10-01,"Media and Performance Art",9,2235
"995",2014-12-01,"Media and Performance Art",20,2255
"996",2015-03-01,"Media and Performance Art",139,2394
"997",2015-05-01,"Media and Performance Art",13,2407
"998",2015-12-01,"Media and Performance Art",88,2495
"999",2016-05-01,"Media and Performance Art",48,2543
"1000",NA,"Media and Performance Art",60,2603
"1001",1930-01-01,"Painting & Sculpture",2,2
"1002",1930-04-01,"Painting & Sculpture",2,4
"1003",1930-10-01,"Painting & Sculpture",1,5
"1004",1931-01-01,"Painting & Sculpture",1,6
"1005",1931-03-01,"Painting & Sculpture",1,7
"1006",1932-06-01,"Painting & Sculpture",1,8
"1007",1933-03-01,"Painting & Sculpture",1,9
"1008",1933-05-01,"Painting & Sculpture",1,10
"1009",1934-01-01,"Painting & Sculpture",1,11
"1010",1934-04-01,"Painting & Sculpture",1,12
"1011",1934-05-01,"Painting & Sculpture",3,15
"1012",1934-07-01,"Painting & Sculpture",1,16
"1013",1934-09-01,"Painting & Sculpture",11,27
"1014",1934-12-01,"Painting & Sculpture",3,30
"1015",1935-06-01,"Painting & Sculpture",14,44
"1016",1935-09-01,"Painting & Sculpture",5,49
"1017",1935-11-01,"Painting & Sculpture",2,51
"1018",1935-12-01,"Painting & Sculpture",1,52
"1019",1936-01-01,"Painting & Sculpture",6,58
"1020",1936-02-01,"Painting & Sculpture",1,59
"1021",1936-04-01,"Painting & Sculpture",1,60
"1022",1936-10-01,"Painting & Sculpture",3,63
"1023",1936-12-01,"Painting & Sculpture",14,77
"1024",1937-01-01,"Painting & Sculpture",1,78
"1025",1937-02-01,"Painting & Sculpture",1,79
"1026",1937-05-01,"Painting & Sculpture",9,88
"1027",1937-09-01,"Painting & Sculpture",1,89
"1028",1937-12-01,"Painting & Sculpture",24,113
"1029",1938-02-01,"Painting & Sculpture",3,116
"1030",1938-10-01,"Painting & Sculpture",12,128
"1031",1938-11-01,"Painting & Sculpture",1,129
"1032",1939-01-01,"Painting & Sculpture",6,135
"1033",1939-02-01,"Painting & Sculpture",1,136
"1034",1939-03-01,"Painting & Sculpture",1,137
"1035",1939-04-01,"Painting & Sculpture",11,148
"1036",1939-05-01,"Painting & Sculpture",3,151
"1037",1939-08-01,"Painting & Sculpture",1,152
"1038",1939-11-01,"Painting & Sculpture",2,154
"1039",1939-12-01,"Painting & Sculpture",34,188
"1040",1940-04-01,"Painting & Sculpture",8,196
"1041",1940-05-01,"Painting & Sculpture",5,201
"1042",1940-09-01,"Painting & Sculpture",8,209
"1043",1941-01-01,"Painting & Sculpture",16,225
"1044",1941-03-01,"Painting & Sculpture",11,236
"1045",1941-06-01,"Painting & Sculpture",12,248
"1046",1941-10-01,"Painting & Sculpture",1,249
"1047",1941-12-01,"Painting & Sculpture",10,259
"1048",1942-01-01,"Painting & Sculpture",38,297
"1049",1942-03-01,"Painting & Sculpture",11,308
"1050",1942-04-01,"Painting & Sculpture",1,309
"1051",1942-05-01,"Painting & Sculpture",3,312
"1052",1942-07-01,"Painting & Sculpture",5,317
"1053",1942-11-01,"Painting & Sculpture",1,318
"1054",1942-12-01,"Painting & Sculpture",18,336
"1055",1943-02-01,"Painting & Sculpture",8,344
"1056",1943-05-01,"Painting & Sculpture",9,353
"1057",1943-07-01,"Painting & Sculpture",5,358
"1058",1943-11-01,"Painting & Sculpture",10,368
"1059",1943-12-01,"Painting & Sculpture",5,373
"1060",1944-03-01,"Painting & Sculpture",7,380
"1061",1944-05-01,"Painting & Sculpture",6,386
"1062",1944-09-01,"Painting & Sculpture",2,388
"1063",1944-11-01,"Painting & Sculpture",4,392
"1064",1945-01-01,"Painting & Sculpture",2,394
"1065",1945-03-01,"Painting & Sculpture",3,397
"1066",1945-04-01,"Painting & Sculpture",2,399
"1067",1945-06-01,"Painting & Sculpture",3,402
"1068",1945-12-01,"Painting & Sculpture",8,410
"1069",1946-05-01,"Painting & Sculpture",8,418
"1070",1946-11-01,"Painting & Sculpture",1,419
"1071",1947-03-01,"Painting & Sculpture",4,423
"1072",1947-06-01,"Painting & Sculpture",5,428
"1073",1947-10-01,"Painting & Sculpture",6,434
"1074",1947-12-01,"Painting & Sculpture",4,438
"1075",1948-03-01,"Painting & Sculpture",1,439
"1076",1948-10-01,"Painting & Sculpture",20,459
"1077",1949-02-01,"Painting & Sculpture",8,467
"1078",1949-03-01,"Painting & Sculpture",3,470
"1079",1949-05-01,"Painting & Sculpture",14,484
"1080",1949-09-01,"Painting & Sculpture",11,495
"1081",1949-11-01,"Painting & Sculpture",1,496
"1082",1950-01-01,"Painting & Sculpture",13,509
"1083",1950-02-01,"Painting & Sculpture",1,510
"1084",1950-04-01,"Painting & Sculpture",8,518
"1085",1950-10-01,"Painting & Sculpture",7,525
"1086",1950-11-01,"Painting & Sculpture",1,526
"1087",1951-01-01,"Painting & Sculpture",16,542
"1088",1951-05-01,"Painting & Sculpture",11,553
"1089",1951-09-01,"Painting & Sculpture",1,554
"1090",1951-11-01,"Painting & Sculpture",9,563
"1091",1951-12-01,"Painting & Sculpture",1,564
